Trial Number,Event,Time
70,States.TrialCompleted,1706538553.8981981
70,States.CenterReward,1706538553.8981981
70,States.TrialStarted,1706538553.8981981
70,States.M1CM2C,1706538553.8981981
71,States.TrialCompleted,1706538553.8981981
71,States.CenterReward,1706538553.8981981
71,States.TrialStarted,1706538553.8981981
71,States.M1CM2C,1706538553.8981981
72,States.TrialCompleted,1706538553.8981981
72,States.CenterReward,1706538553.9031987
72,States.TrialStarted,1706538553.9031987
72,States.M1CM2C,1706538553.9031987
73,States.TrialCompleted,1706538553.9031987
73,States.CenterReward,1706538553.9031987
73,States.TrialStarted,1706538553.9031987
73,States.M1CM2C,1706538553.9031987
74,States.TrialCompleted,1706538553.9031987
74,States.CenterReward,1706538553.9031987
74,States.TrialStarted,1706538553.9031987
74,States.M1CM2C,1706538553.9031987
75,States.TrialCompleted,1706538553.9031987
75,States.CenterReward,1706538553.9031987
75,States.TrialStarted,1706538553.9031987
75,States.M1CM2C,1706538553.9031987
76,States.TrialCompleted,1706538553.9031987
76,States.CenterReward,1706538553.9031987
76,States.TrialStarted,1706538553.9081984
76,States.M1CM2C,1706538553.9081984
77,States.TrialCompleted,1706538553.9081984
77,States.CenterReward,1706538553.9081984
77,States.TrialStarted,1706538553.9081984
77,States.M1CM2C,1706538553.9081984
78,States.TrialCompleted,1706538553.9081984
78,States.CenterReward,1706538553.9081984
78,States.TrialStarted,1706538553.9081984
78,States.M1CM2C,1706538553.9081984
79,States.TrialCompleted,1706538553.9081984
79,States.CenterReward,1706538553.9081984
79,States.TrialStarted,1706538553.9081984
79,States.M1CM2C,1706538553.9081984
80,States.TrialCompleted,1706538553.9081984
80,States.CenterReward,1706538553.9081984
80,States.TrialStarted,1706538553.913199
80,States.M1CM2C,1706538553.913199
81,States.TrialCompleted,1706538553.913199
81,States.CenterReward,1706538553.913199
81,States.TrialStarted,1706538553.913199
81,States.M1CM2C,1706538553.913199
82,States.TrialCompleted,1706538553.913199
82,States.CenterReward,1706538553.913199
82,States.TrialStarted,1706538553.913199
82,States.M1CM2C,1706538553.913199
83,States.TrialCompleted,1706538553.913199
83,States.CenterReward,1706538553.913199
83,States.TrialStarted,1706538553.913199
83,States.M1CM2C,1706538553.913199
84,States.TrialCompleted,1706538553.913199
84,States.CenterReward,1706538553.913199
84,States.TrialStarted,1706538553.913199
84,States.M1CM2C,1706538553.9181983
85,States.TrialCompleted,1706538553.9181983
85,States.CenterReward,1706538553.9181983
85,States.TrialStarted,1706538553.9181983
85,States.M1CM2C,1706538553.9181983
86,States.TrialCompleted,1706538553.9181983
86,States.CenterReward,1706538553.9181983
86,States.TrialStarted,1706538553.9181983
86,States.M1CM2C,1706538553.9181983
87,States.TrialCompleted,1706538553.9181983
87,States.CenterReward,1706538553.9181983
87,States.TrialStarted,1706538553.9181983
